longitude,latitude,NAME_2,NAME_3,elevasi,slope,aspect,twi,curah_hujan,ndvi,jarak_sungai_km,elevasi_rendah,lereng_curam,vegetasi_jarang,label_longsor,source
120.40911345042093,-3.6007179740658444,,,5,0.9292441010475159,90.0,16.39697720723667,2858.9575875464825,0.5523324012756348,0.8347493430351416,1,0,1,0,pseudo_absence
120.09838619364399,-2.0532800656415517,,,2383,11.323111534118652,14.044904708862305,13.883696586820724,2472.0772079583257,0.7654694318771362,2.129254160671874,0,0,0,1,
120.87911200707225,-2.437040355017416,,,23,1.3120347261428833,225.0259246826172,16.051927100513172,3961.980164492503,0.45396214723587036,0.6951173371606432,1,0,1,0,pseudo_absence
120.33230749362872,-3.322869056687672,,,14,2.0758185386657715,243.47349548339844,20.468085175547472,3062.488330620248,0.4185868203639984,0.005271639230914706,1,0,1,0,pseudo_absence
120.28622391955338,-2.889252269043183,,,10,2.623176097869873,314.96356201171875,15.358596200415768,3652.6578652781436,-0.2691773474216461,0.8859758089748355,1,0,1,0,pseudo_absence
120.25361507473986,-3.3110112949372947,,,80,20.09218978881836,102.7835922241211,13.281140496699521,3077.5328600284643,0.41056016087532043,0.632293561200275,1,0,1,1,
120.04367879284109,-2.795468153381101,,,866,21.57130241394043,144.97592163085938,13.20344112367597,3610.2435976382344,0.7312886714935303,1.3362011147977677,0,0,0,1,
120.27975604950774,-3.4317448691229586,,,140,24.642690658569336,121.95918273925781,15.8879449556165,2869.3698498131707,0.6562073826789856,0.4077386465407469,1,0,1,1,
120.01511236680614,-2.894911655333132,,,1189,33.0927619934082,153.40567016601562,12.703606944107777,3397.944805393182,0.4642166197299957,1.6575107219427168,0,1,1,1,
120.06981976760898,-3.201596493331536,,,592,40.068115234375,64.95075225830078,12.448466091897213,2992.3595017882994,0.8280773758888245,0.8786583346667856,0,1,0,1,
120.33149900987303,-3.3781154466610275,,,31,2.623788833618164,225.04981994628906,15.358362315482271,2984.0526404542848,0.3212069272994995,0.49133937137860795,1,0,1,0,pseudo_absence
120.88692735004412,-2.6140982975173728,,,9,2.622873544692993,134.9701690673828,16.45732399555005,4097.01284804358,0.8592966198921204,0.7526563973222455,1,0,0,0,pseudo_absence
120.36895875722081,-3.649226999408299,,,31,4.633360385894775,306.8140869140625,14.788215505597211,2840.5858124937863,0.6946817636489868,0.44620375095363635,1,0,0,0,pseudo_absence
120.19486525515845,-2.368588730367506,,,1791,21.574867248535156,235.03099060058594,14.301871451340682,3023.7792935684324,0.8248193264007568,1.2655049212700367,0,0,0,1,
120.50720947944677,-2.601701546596523,,,25,2.7831528186798096,270.0,15.992456911887022,3990.218355843425,0.7260907888412476,0.570900504039499,1,0,0,0,pseudo_absence
120.39213529155109,-2.7512710414024255,,,12,2.78349232673645,90.0,15.299187559800352,3866.0180391673,0.8223966360092163,0.5513075731723237,1,0,0,0,pseudo_absence
120.07520965931371,-2.5402567811627463,,,950,32.5217170715332,117.19320678710938,14.804934691146727,3420.1139602736102,0.8555678129196167,0.5338151706961903,0,1,0,1,
120.32476164524212,-3.5826618368550385,,,196,11.653209686279297,225.05604553222656,14.952788311103403,2899.1504936734214,0.7549784183502197,1.21693435345843,1,0,0,1,
121.43615731475478,-2.983844868460963,,,690,26.37103271484375,321.59466552734375,13.670235760126298,3381.544592342153,0.3912574350833893,0.5211693044776106,0,0,1,1,
120.24849467762039,-3.232588370633664,,,33,4.630012035369873,36.913700103759766,16.39837949971076,3095.4698742274195,0.5625597238540649,0.5036361105768707,1,0,1,0,pseudo_absence
119.98897139203825,-1.9996506431796206,,,2008,33.109130859375,255.6269989013672,12.70298246532726,2461.102541299537,0.8128606677055359,0.3998577268126428,0,1,0,1,
120.14473926230454,-2.865806240127661,,,45,2.933722972869873,108.4134521484375,16.345146651206043,3521.15989285931,0.584022045135498,0.3536598581121386,1,0,1,0,pseudo_absence
120.05445857625057,-3.0797849408049345,,,837,12.818452835083008,265.9202575683594,13.755913500761725,3047.023980198987,0.7372201681137085,1.5985760267025328,0,0,0,1,
121.03595785567956,-2.6801244709001537,,,9,0.9284251928329468,270.0,17.091006193576227,4072.4990232927858,0.14162562787532806,1.3554654177119914,1,0,1,0,pseudo_absence
120.25307608556938,-3.166562197250876,,,16,2.0736615657806396,26.600088119506836,15.593928397050043,3087.1095037143677,0.3866967260837555,0.09379807233639198,1,0,1,0,pseudo_absence
